market_time,slug,poly_outcome,binance_momentum,binance_direction,binance_close,momentum_pct,correct_prediction,abs_momentum,momentum_size
2026-02-27 14:30:00+00:00,eth-updown-5m-1772202600,UP,0.053838699257023614,UP,1951.32,0.053838699257023614,True,0.053838699257023614,Small (0.05-0.15%)
2026-02-27 14:35:00+00:00,eth-updown-5m-1772202900,UP,0.22446344013283878,UP,1955.7,0.22446344013283878,True,0.22446344013283878,Medium (0.15-0.5%)
2026-02-27 14:40:00+00:00,eth-updown-5m-1772203200,DOWN,-0.1646469294881642,DOWN,1952.48,-0.1646469294881642,True,0.1646469294881642,Medium (0.15-0.5%)
2026-02-27 14:45:00+00:00,eth-updown-5m-1772203500,UP,-0.5162664918462636,DOWN,1942.4,-0.5162664918462636,False,0.5162664918462636,Large (>0.5%)
2026-02-27 14:50:00+00:00,eth-updown-5m-1772203800,DOWN,0.19460461285008096,UP,1946.18,0.19460461285008096,False,0.19460461285008096,Medium (0.15-0.5%)
2026-02-27 14:55:00+00:00,eth-updown-5m-1772204100,DOWN,-0.15620343442024703,DOWN,1943.14,-0.15620343442024703,True,0.15620343442024703,Medium (0.15-0.5%)
2026-02-27 15:00:00+00:00,eth-updown-5m-1772204400,UP,0.6468911143818734,UP,1955.71,0.6468911143818734,True,0.6468911143818734,Large (>0.5%)
2026-02-27 15:05:00+00:00,eth-updown-5m-1772204700,UP,0.05164364859820684,UP,1956.72,0.05164364859820684,True,0.05164364859820684,Small (0.05-0.15%)
2026-02-27 15:10:00+00:00,eth-updown-5m-1772205000,DOWN,-0.11396622919988646,DOWN,1954.49,-0.11396622919988646,True,0.11396622919988646,Small (0.05-0.15%)
2026-02-27 15:15:00+00:00,eth-updown-5m-1772205300,DOWN,0.08646756954499918,UP,1956.18,0.08646756954499918,False,0.08646756954499918,Small (0.05-0.15%)
2026-02-27 15:20:00+00:00,eth-updown-5m-1772205600,DOWN,-0.30620904006788785,DOWN,1950.19,-0.30620904006788785,True,0.30620904006788785,Medium (0.15-0.5%)
2026-02-27 15:25:00+00:00,eth-updown-5m-1772205900,UP,-0.16972705223593318,DOWN,1946.88,-0.16972705223593318,False,0.16972705223593318,Medium (0.15-0.5%)
2026-02-27 15:30:00+00:00,eth-updown-5m-1772206200,DOWN,0.22651627218934164,UP,1951.29,0.22651627218934164,False,0.22651627218934164,Medium (0.15-0.5%)
2026-02-27 15:35:00+00:00,eth-updown-5m-1772206500,DOWN,-0.2854521880397038,DOWN,1945.72,-0.2854521880397038,True,0.2854521880397038,Medium (0.15-0.5%)
2026-02-27 15:40:00+00:00,eth-updown-5m-1772206800,UP,0.022613736817222136,UP,1946.16,0.022613736817222136,True,0.022613736817222136,Tiny (<0.05%)
2026-02-27 15:45:00+00:00,eth-updown-5m-1772207100,DOWN,0.17932749619764093,UP,1949.65,0.17932749619764093,False,0.17932749619764093,Medium (0.15-0.5%)
2026-02-27 15:50:00+00:00,eth-updown-5m-1772207400,UP,-0.04103300592414956,DOWN,1948.85,-0.04103300592414956,False,0.04103300592414956,Tiny (<0.05%)
2026-02-27 15:55:00+00:00,eth-updown-5m-1772207700,DOWN,-0.020011801831843017,DOWN,1948.46,-0.020011801831843017,True,0.020011801831843017,Tiny (<0.05%)
2026-02-27 16:00:00+00:00,eth-updown-5m-1772208000,DOWN,-0.084682261888881,DOWN,1946.81,-0.084682261888881,True,0.084682261888881,Small (0.05-0.15%)
2026-02-27 16:05:00+00:00,eth-updown-5m-1772208300,DOWN,-0.6780322681720377,DOWN,1933.61,-0.6780322681720377,True,0.6780322681720377,Large (>0.5%)
2026-02-27 16:10:00+00:00,eth-updown-5m-1772208600,DOWN,0.23272531689430653,UP,1938.11,0.23272531689430653,False,0.23272531689430653,Medium (0.15-0.5%)
2026-02-27 16:15:00+00:00,eth-updown-5m-1772208900,UP,0.04850085908436852,UP,1939.05,0.04850085908436852,True,0.04850085908436852,Tiny (<0.05%)
2026-02-27 16:20:00+00:00,eth-updown-5m-1772209200,UP,-0.03249013692271379,DOWN,1938.42,-0.03249013692271379,False,0.03249013692271379,Tiny (<0.05%)
2026-02-27 16:25:00+00:00,eth-updown-5m-1772209500,DOWN,0.23782255651509476,UP,1943.03,0.23782255651509476,False,0.23782255651509476,Medium (0.15-0.5%)
2026-02-27 16:30:00+00:00,eth-updown-5m-1772209800,UP,-0.03242358584272408,DOWN,1942.4,-0.03242358584272408,False,0.03242358584272408,Tiny (<0.05%)
2026-02-27 16:35:00+00:00,eth-updown-5m-1772210100,DOWN,-0.17195222405272576,DOWN,1939.06,-0.17195222405272576,True,0.17195222405272576,Medium (0.15-0.5%)
2026-02-27 16:40:00+00:00,eth-updown-5m-1772210400,DOWN,-0.17121698142398567,DOWN,1935.74,-0.17121698142398567,True,0.17121698142398567,Medium (0.15-0.5%)
2026-02-27 16:45:00+00:00,eth-updown-5m-1772210700,DOWN,-0.053209625259589236,DOWN,1934.71,-0.053209625259589236,True,0.053209625259589236,Small (0.05-0.15%)
2026-02-27 16:50:00+00:00,eth-updown-5m-1772211000,UP,-0.38300313742111647,DOWN,1927.3,-0.38300313742111647,False,0.38300313742111647,Medium (0.15-0.5%)
2026-02-27 16:55:00+00:00,eth-updown-5m-1772211300,DOWN,0.1297151455403933,UP,1929.8,0.1297151455403933,False,0.1297151455403933,Small (0.05-0.15%)
2026-02-27 17:00:00+00:00,eth-updown-5m-1772211600,UP,0.009845579852837318,UP,1929.99,0.009845579852837318,True,0.009845579852837318,Tiny (<0.05%)
2026-02-27 17:05:00+00:00,eth-updown-5m-1772211900,UP,0.04559609117145072,UP,1930.87,0.04559609117145072,True,0.04559609117145072,Tiny (<0.05%)
2026-02-27 17:10:00+00:00,eth-updown-5m-1772212200,DOWN,-0.06318395334744441,DOWN,1929.65,-0.06318395334744441,True,0.06318395334744441,Small (0.05-0.15%)
2026-02-27 17:15:00+00:00,eth-updown-5m-1772212500,DOWN,-0.23268468375093973,DOWN,1925.16,-0.23268468375093973,True,0.23268468375093973,Medium (0.15-0.5%)
2026-02-27 17:20:00+00:00,eth-updown-5m-1772212800,UP,-0.37035882731825454,DOWN,1918.03,-0.37035882731825454,False,0.37035882731825454,Medium (0.15-0.5%)
2026-02-27 17:25:00+00:00,eth-updown-5m-1772213100,DOWN,-0.13816259391145413,DOWN,1915.38,-0.13816259391145413,True,0.13816259391145413,Small (0.05-0.15%)
2026-02-27 17:30:00+00:00,eth-updown-5m-1772213400,UP,-0.135743298979844,DOWN,1912.78,-0.135743298979844,False,0.135743298979844,Small (0.05-0.15%)
2026-02-27 17:35:00+00:00,eth-updown-5m-1772213700,UP,0.0904442748251246,UP,1914.51,0.0904442748251246,True,0.0904442748251246,Small (0.05-0.15%)
2026-02-27 17:40:00+00:00,eth-updown-5m-1772214000,UP,0.3515259779264678,UP,1921.24,0.3515259779264678,True,0.3515259779264678,Medium (0.15-0.5%)
2026-02-27 17:45:00+00:00,eth-updown-5m-1772214300,DOWN,0.044242260206944946,UP,1922.09,0.044242260206944946,False,0.044242260206944946,Tiny (<0.05%)
2026-02-27 17:50:00+00:00,eth-updown-5m-1772214600,UP,-0.031216020061490827,DOWN,1921.49,-0.031216020061490827,False,0.031216020061490827,Tiny (<0.05%)
2026-02-27 17:55:00+00:00,eth-updown-5m-1772214900,UP,0.24720399273480473,UP,1926.24,0.24720399273480473,True,0.24720399273480473,Medium (0.15-0.5%)
2026-02-27 18:00:00+00:00,eth-updown-5m-1772215200,DOWN,0.2595730542403854,UP,1931.24,0.2595730542403854,False,0.2595730542403854,Medium (0.15-0.5%)
2026-02-27 18:05:00+00:00,eth-updown-5m-1772215500,DOWN,-0.13255732068515283,DOWN,1928.68,-0.13255732068515283,True,0.13255732068515283,Small (0.05-0.15%)
