recorded_at,wallet,wallet_label,coin,market_type,slug,side,size_usd,price,trade_timestamp,seconds_into_market,gap_at_time,gap_seconds_diff,both_sides_flag
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,7.549997,0.6899999771523095,1772442635,35,-0.05,85,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,8.509999,0.6899999935135128,1772442635,35,-0.05,85,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,7.059998,0.68,1772442633,33,-0.05,83,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,11.459998,0.7599999867364726,1772442633,33,-0.05,85,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,9.849999,0.6899999936954309,1772442633,33,-0.05,83,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,15.669999,0.6599999924186339,1772442631,31,-0.05,81,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,7.149998,0.6699999878181786,1772442631,31,-0.05,81,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,17.279998,0.6699999945717586,1772442631,31,-0.05,81,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,9.789999,0.70239489419844,1772442631,31,-0.05,83,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,4.249999,0.6899999821411728,1772442631,31,-0.05,81,True
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,29.109998,0.7599999989556853,1772442631,31,-0.05,83,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,5.089998,0.73,1772442629,29,-0.05,81,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,70.979996,0.7742731257004238,1772442629,29,-0.05,81,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,5.189999,0.649999987475913,1772442629,29,-0.05,81,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,3.839998,0.709999985208326,1772442629,29,-0.05,81,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,eth,5m,eth-updown-5m-1772442600,UP,5.87,0.6670454545454545,1772442629,29,-0.05,81,False
2026-03-02T09:12:12.984324+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,UP,4.729999,0.6499999587737783,1772442629,29,-0.05,79,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,1.883129,0.7300002170855643,1772442743,143,-0.05,193,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,0.762174,0.7300006800290785,1772442741,141,-0.05,191,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,7.164814,0.7300000519622738,1772442739,139,-0.05,189,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,3.05897,0.7300001503447549,1772442739,139,-0.05,189,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,0.146,0.73,1772442739,139,-0.05,189,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,62.389972,0.7798750009437504,1772442735,135,-0.05,185,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,7.052038,0.7700000764318136,1772442735,135,-0.05,185,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,3.347826,0.7700001725000432,1772442735,135,-0.05,185,False
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,15.2,0.19,1772442733,133,-0.05,183,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,15.2,0.19,1772442733,133,-0.05,183,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,15.2,0.19,1772442733,133,-0.05,183,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,15.2,0.19,1772442733,133,-0.05,183,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,15.2,0.19,1772442733,133,-0.05,183,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,15.2,0.19,1772442725,125,-0.05,175,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.219512,0.18000001640001606,1772442725,125,-0.05,175,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.9,0.18,1772442725,125,-0.05,175,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.241463,0.18000001490911774,1772442725,125,-0.05,175,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.9,0.18,1772442723,123,-0.05,173,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,3.24,0.18,1772442723,123,-0.05,173,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.219512,0.18000001640001606,1772442723,123,-0.05,173,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.910975,0.18000000790362009,1772442723,123,-0.05,173,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.26,0.18,1772442723,123,-0.05,173,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.910975,0.18000000790362009,1772442723,123,-0.05,173,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,3.0576,0.16,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,3.68,0.16,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.82,0.14,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.9488,0.16,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.42,0.14,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,3.6405,0.15,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.5,0.15,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.1136,0.16,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,2.4,0.15,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,2.4,0.15,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,2.56,0.16,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.84,0.14,1772442721,121,-0.05,171,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,2.999999,0.19933550821734328,1772442719,119,-0.05,169,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.44,0.16,1772442719,119,-0.05,169,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.985185,0.1900000077142875,1772442717,117,-0.05,167,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.9,0.19,1772442717,117,-0.05,167,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,1.9,0.19,1772442717,117,-0.05,167,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,7.41,0.19,1772442717,117,-0.05,167,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,0.234567,0.19000002430009647,1772442717,117,-0.05,167,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,DOWN,2.7683,0.19,1772442717,117,-0.05,167,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,61.6,0.77,1772442715,115,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,50.05,0.77,1772442715,115,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,62.4,0.78,1772442715,115,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,57.67,0.79,1772442715,115,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,5.53,0.79,1772442715,115,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,13.5225,0.75,1772442713,113,-0.05,163,True
2026-03-02T09:12:12.984324+00:00,0x2d8b401d2f0e6937afebf18e19e11ca568a5260a,vidarx,btc,5m,btc-updown-5m-1772442600,UP,7.4,0.74,1772442711,111,-0.05,161,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,0.999998,0.7899995338993427,1772442731,131,-0.05,183,False
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,0.999998,0.7899995338993427,1772442731,131,-0.05,183,False
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,2.9783,0.79,1772442729,129,-0.05,181,False
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,UP,7.4796,0.92,1772442727,127,-0.06,201,False
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,1.17,0.09,1772442719,119,-0.06,193,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,DOWN,2.409859,0.29000002166101996,1772442713,113,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,DOWN,0.4901,0.29,1772442713,113,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,10.35,0.69,1772442713,113,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,DOWN,1.45,0.29,1772442713,113,-0.05,165,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,14.122200000000001,0.79,1772442695,95,-0.05,147,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,1.58,0.79,1772442693,93,-0.05,145,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,12.0,0.8,1772442691,91,-0.05,143,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,21.9678,0.79,1772442691,91,-0.05,143,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,54.4,0.7914885877966719,1772442691,91,-0.05,143,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.52,0.13,1772442673,73,-0.06,147,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,1.69,0.13,1772442669,69,-0.06,143,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,10.8,0.72,1772442669,69,-0.05,121,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,1.56,0.12,1772442669,69,-0.06,143,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.65,0.13,1772442669,69,-0.06,143,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,1.047471,0.13000000372325354,1772442667,67,-0.06,141,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,2.07,0.69,1772442667,67,-0.05,119,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.98,0.14,1772442667,67,-0.06,141,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,1.0052,0.14,1772442661,61,-0.06,135,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,9.3,0.62,1772442661,61,-0.05,113,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.813953,0.14,1772442661,61,-0.06,135,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.363977,0.07000000576959581,1772442657,57,-0.06,131,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,4.446,0.65,1772442657,57,-0.05,109,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,DOWN,2.07,0.23,1772442653,53,-0.05,105,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,10.8,0.72,1772442651,51,-0.05,103,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.25826,0.08,1772442651,51,-0.06,125,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,DOWN,4.86,0.27,1772442651,51,-0.05,103,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,6.329998,0.7599998847393176,1772442649,49,-0.05,101,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,4.066,0.76,1772442649,49,-0.05,101,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,0.999998,0.7599993311992509,1772442649,49,-0.05,101,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,8.339999,0.7199999965467622,1772442649,49,-0.05,101,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,11.85,0.79,1772442647,47,-0.05,99,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,DOWN,1.38,0.23,1772442647,47,-0.05,99,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,11.7,0.78,1772442647,47,-0.05,99,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,sol,5m,sol-updown-5m-1772442600,DOWN,0.78,0.06,1772442645,45,-0.06,119,True
2026-03-02T09:12:12.984324+00:00,0x70ec235a31eb35f243e2618d6ea3b5b8962bbb5d,vague-sourdough,eth,5m,eth-updown-5m-1772442600,UP,4.9888,0.72,1772442645,45,-0.05,97,True
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.4,0.14,1772442773,173,-0.05,223,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.12,0.14,1772442773,173,-0.05,223,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.4,0.14,1772442773,173,-0.05,223,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,0.42,0.14,1772442773,173,-0.05,223,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.4,0.14,1772442773,173,-0.05,223,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.4,0.14,1772442773,173,-0.05,223,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,0.8036,0.14,1772442759,159,-0.05,209,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,7.14,0.14,1772442757,157,-0.05,207,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,2.313,0.15,1772442757,157,-0.05,207,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.5,0.15,1772442757,157,-0.05,207,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,9.6327,0.19,1772442757,157,-0.05,207,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,12.75,0.25,1772442755,155,-0.05,205,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,12.75,0.25,1772442753,153,-0.05,203,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,10.56,0.24,1772442749,149,-0.05,199,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.68,0.24,1772442739,139,-0.05,189,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,1.444054,0.2600000396107131,1772442739,139,-0.05,189,False
2026-03-02T09:13:00.208044+00:00,0xd0d6053c3c37e727402d84c14069780d360993aa,k9Q2mX4L8A7ZP3R,btc,5m,btc-updown-5m-1772442600,DOWN,13.5,0.27,1772442739,139,-0.05,189,False
2026-03-02T09:13:00.208044+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,DOWN,1.8304,0.13,1772442781,181,-0.05,231,True
2026-03-02T09:13:00.208044+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,DOWN,2.15,0.25,1772442753,153,-0.05,203,True
2026-03-02T09:13:00.208044+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,DOWN,7.41,0.24986913062133045,1772442753,153,-0.05,203,True
2026-03-02T09:13:00.208044+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,DOWN,4.96,0.25,1772442753,153,-0.05,203,True
2026-03-02T09:13:00.208044+00:00,0x571c285a83eba5322b5f916ba681669dc368a61f,dustedfloor,btc,5m,btc-updown-5m-1772442600,DOWN,2.99,0.25,1772442753,153,-0.05,203,True
