market_time,slug,poly_outcome,binance_momentum,binance_direction,binance_close,momentum_pct,correct_prediction,abs_momentum,momentum_size,coin,market_type
2026-02-21 14:35:00+00:00,btc-updown-5m-1771684500,DOWN,0.12149643745381143,UP,68513.13,0.12149643745381143,False,0.12149643745381143,Small (0.05-0.15%),BTC,5m
2026-02-21 14:40:00+00:00,btc-updown-5m-1771684800,UP,0.045509524962577264,UP,68544.31,0.045509524962577264,True,0.045509524962577264,Tiny (<0.05%),BTC,5m
2026-02-21 14:45:00+00:00,btc-updown-5m-1771685100,DOWN,-0.015303969067586626,DOWN,68533.82,-0.015303969067586626,True,0.015303969067586626,Tiny (<0.05%),BTC,5m
2026-02-21 14:50:00+00:00,btc-updown-5m-1771685400,UP,-0.01645902709058591,DOWN,68522.54,-0.01645902709058591,False,0.01645902709058591,Tiny (<0.05%),BTC,5m
2026-02-21 14:55:00+00:00,btc-updown-5m-1771685700,DOWN,-0.12337546156344119,DOWN,68438.0,-0.12337546156344119,True,0.12337546156344119,Small (0.05-0.15%),BTC,5m
2026-02-21 15:00:00+00:00,btc-updown-5m-1771686000,DOWN,0.03350477804727347,UP,68460.93,0.03350477804727347,False,0.03350477804727347,Tiny (<0.05%),BTC,5m
2026-02-21 15:05:00+00:00,btc-updown-5m-1771686300,UP,-0.028235082403915923,DOWN,68441.6,-0.028235082403915923,False,0.028235082403915923,Tiny (<0.05%),BTC,5m
2026-02-21 15:10:00+00:00,btc-updown-5m-1771686600,UP,0.018629020946325042,UP,68454.35,0.018629020946325042,True,0.018629020946325042,Tiny (<0.05%),BTC,5m
2026-02-21 15:15:00+00:00,btc-updown-5m-1771686900,UP,0.07264695377283682,UP,68504.08,0.07264695377283682,True,0.07264695377283682,Small (0.05-0.15%),BTC,5m
2026-02-21 15:20:00+00:00,btc-updown-5m-1771687200,DOWN,0.0436762306712217,UP,68534.0,0.0436762306712217,False,0.0436762306712217,Tiny (<0.05%),BTC,5m
2026-02-21 15:25:00+00:00,btc-updown-5m-1771687500,DOWN,-0.007864709487260948,DOWN,68528.61,-0.007864709487260948,True,0.007864709487260948,Tiny (<0.05%),BTC,5m
2026-02-21 15:30:00+00:00,btc-updown-5m-1771687800,UP,-0.10814461288504258,DOWN,68454.5,-0.10814461288504258,False,0.10814461288504258,Small (0.05-0.15%),BTC,5m
2026-02-21 15:35:00+00:00,btc-updown-5m-1771688100,DOWN,0.06773842479310395,UP,68500.87,0.06773842479310395,False,0.06773842479310395,Small (0.05-0.15%),BTC,5m
2026-02-21 15:40:00+00:00,btc-updown-5m-1771688400,UP,0.03960533639938392,UP,68528.0,0.03960533639938392,True,0.03960533639938392,Tiny (<0.05%),BTC,5m
2026-02-21 15:45:00+00:00,btc-updown-5m-1771688700,UP,0.15230270838196847,UP,68632.37,0.15230270838196847,True,0.15230270838196847,Medium (0.15-0.5%),BTC,5m
2026-02-21 15:50:00+00:00,btc-updown-5m-1771689000,DOWN,0.018038135649409537,UP,68644.75,0.018038135649409537,False,0.018038135649409537,Tiny (<0.05%),BTC,5m
2026-02-21 15:55:00+00:00,btc-updown-5m-1771689300,DOWN,-0.0480153252798013,DOWN,68611.79,-0.0480153252798013,True,0.0480153252798013,Tiny (<0.05%),BTC,5m
2026-02-21 16:00:00+00:00,btc-updown-5m-1771689600,DOWN,-0.006442041520849776,DOWN,68607.37,-0.006442041520849776,True,0.006442041520849776,Tiny (<0.05%),BTC,5m
2026-02-21 16:05:00+00:00,btc-updown-5m-1771689900,UP,-0.2964258796103033,DOWN,68404.0,-0.2964258796103033,False,0.2964258796103033,Medium (0.15-0.5%),BTC,5m
2026-02-21 16:10:00+00:00,btc-updown-5m-1771690200,DOWN,0.012382316823579272,UP,68412.47,0.012382316823579272,False,0.012382316823579272,Tiny (<0.05%),BTC,5m
2026-02-21 16:15:00+00:00,btc-updown-5m-1771690500,DOWN,-0.12138137973969972,DOWN,68329.43,-0.12138137973969972,True,0.12138137973969972,Small (0.05-0.15%),BTC,5m
2026-02-21 16:20:00+00:00,btc-updown-5m-1771690800,DOWN,-0.07318954658336059,DOWN,68279.42,-0.07318954658336059,True,0.07318954658336059,Small (0.05-0.15%),BTC,5m
2026-02-21 16:25:00+00:00,btc-updown-5m-1771691100,UP,-0.1931475106261955,DOWN,68147.54,-0.1931475106261955,False,0.1931475106261955,Medium (0.15-0.5%),BTC,5m
2026-02-21 16:30:00+00:00,btc-updown-5m-1771691400,DOWN,0.11839018693852717,UP,68228.22,0.11839018693852717,False,0.11839018693852717,Small (0.05-0.15%),BTC,5m
2026-02-21 16:35:00+00:00,btc-updown-5m-1771691700,UP,0.005613513000927983,UP,68232.05,0.005613513000927983,True,0.005613513000927983,Tiny (<0.05%),BTC,5m
2026-02-21 16:40:00+00:00,btc-updown-5m-1771692000,UP,0.15406249702301975,UP,68337.17,0.15406249702301975,True,0.15406249702301975,Medium (0.15-0.5%),BTC,5m
2026-02-21 16:45:00+00:00,btc-updown-5m-1771692300,DOWN,-0.013169992260434547,DOWN,68328.17,-0.013169992260434547,True,0.013169992260434547,Tiny (<0.05%),BTC,5m
2026-02-21 16:50:00+00:00,btc-updown-5m-1771692600,UP,0.029460762669342173,UP,68348.3,0.029460762669342173,True,0.029460762669342173,Tiny (<0.05%),BTC,5m
2026-02-21 16:55:00+00:00,btc-updown-5m-1771692900,DOWN,-0.047184787331945345,DOWN,68316.05,-0.047184787331945345,True,0.047184787331945345,Tiny (<0.05%),BTC,5m
2026-02-21 17:00:00+00:00,btc-updown-5m-1771693200,DOWN,-0.002385969329322548,DOWN,68314.42,-0.002385969329322548,True,0.002385969329322548,Tiny (<0.05%),BTC,5m
2026-02-21 17:05:00+00:00,btc-updown-5m-1771693500,DOWN,0.022498910186158856,UP,68329.79,0.022498910186158856,False,0.022498910186158856,Tiny (<0.05%),BTC,5m
2026-02-21 17:10:00+00:00,btc-updown-5m-1771693800,DOWN,-0.062183712257846385,DOWN,68287.3,-0.062183712257846385,True,0.062183712257846385,Small (0.05-0.15%),BTC,5m
2026-02-21 17:15:00+00:00,btc-updown-5m-1771694100,DOWN,0.03322726187739496,UP,68309.99,0.03322726187739496,False,0.03322726187739496,Tiny (<0.05%),BTC,5m
2026-02-21 17:20:00+00:00,btc-updown-5m-1771694400,UP,-0.05196897262025657,DOWN,68274.49,-0.05196897262025657,False,0.05196897262025657,Small (0.05-0.15%),BTC,5m
