recv_ns,block_number,block_timestamp_s,updated_at_s,price_usd,round_id,symbol
1772543311242372100,83711640,1772543311,1772543311,67189.86,3344478,BTC
1772543343253715800,83711656,1772543343,1772543343,67209.17,3344479,BTC
1772543377397481600,83711673,1772543377,1772543377,67197.60,3344480,BTC
1772543409331576100,83711689,1772543409,1772543409,67185.71,3344481,BTC
1772543443313439900,83711706,1772543443,1772543443,67197.37,3344482,BTC
1772543475366338100,83711722,1772543475,1772543475,67222.12,3344483,BTC
1772543509301601600,83711739,1772543509,1772543509,67207.65,3344484,BTC
1772543543579438600,83711756,1772543543,1772543543,67187.65,3344485,BTC
1772543575284625100,83711772,1772543575,1772543575,67118.30,3344486,BTC
1772543607339976000,83711788,1772543607,1772543607,67099.97,3344487,BTC
