recorded_at,coin,market_type,slug,market_closes,seconds_left,yes_price,no_price,gap,opportunity
2026-03-01T12:42:07.543242+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,172,0.625,0.355,0.02,False
2026-03-01T12:42:07.543242+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,172,0.605,0.395,0.0,False
2026-03-01T12:42:07.543242+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,172,0.475,0.505,0.02,False
2026-03-01T12:42:23.715776+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,156,0.915,0.085,-0.0,False
2026-03-01T12:42:23.715776+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,156,0.465,0.535,-0.0,False
2026-03-01T12:42:23.715776+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,156,0.755,0.245,0.0,False
2026-03-01T12:42:23.715776+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,156,0.725,0.275,0.0,False
2026-03-01T12:42:23.715776+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,156,0.775,0.225,-0.0,False
2026-03-01T12:42:23.715776+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,156,0.605,0.395,0.0,False
2026-03-01T12:42:40.362902+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,139,0.975,0.025,0.0,False
2026-03-01T12:42:40.362902+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,139,0.715,0.285,0.0,False
2026-03-01T12:42:40.362902+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,139,0.88,0.115,0.005,False
2026-03-01T12:42:40.362902+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,139,0.835,0.165,0.0,False
2026-03-01T12:42:40.362902+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,139,0.935,0.055,0.01,False
2026-03-01T12:42:40.362902+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,139,0.94,0.06,0.0,False
2026-03-01T12:42:56.298012+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,123,0.985,0.005,0.01,False
2026-03-01T12:42:56.298012+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,123,0.945,0.055,0.0,False
2026-03-01T12:42:56.298012+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,123,0.975,0.025,0.0,False
2026-03-01T12:42:56.298012+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,123,0.975,0.025,0.0,False
2026-03-01T12:42:56.298012+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,123,0.975,0.025,0.0,False
2026-03-01T12:42:56.298012+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,123,0.965,0.035,0.0,False
2026-03-01T12:43:12.273994+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,107,0.995,0.005,0.0,False
2026-03-01T12:43:12.273994+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,107,0.985,0.015,0.0,False
2026-03-01T12:43:12.273994+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,107,0.985,0.015,0.0,False
2026-03-01T12:43:12.273994+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,107,0.985,0.015,0.0,False
2026-03-01T12:43:12.273994+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,107,0.975,0.025,0.0,False
2026-03-01T12:43:12.273994+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,107,0.975,0.025,0.0,False
2026-03-01T12:43:28.502515+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,91,0.995,0.005,0.0,False
2026-03-01T12:43:28.502515+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,91,0.975,0.025,0.0,False
2026-03-01T12:43:28.502515+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,91,0.995,0.005,0.0,False
2026-03-01T12:43:28.502515+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,91,0.995,0.005,0.0,False
2026-03-01T12:43:28.502515+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,91,0.975,0.025,0.0,False
2026-03-01T12:43:28.502515+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,91,0.97,0.02,0.01,False
2026-03-01T12:43:44.555656+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,75,0.995,0.005,0.0,False
2026-03-01T12:43:44.555656+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,75,0.995,0.005,0.0,False
2026-03-01T12:43:44.555656+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,75,0.995,0.005,0.0,False
2026-03-01T12:43:44.555656+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,75,0.995,0.005,0.0,False
2026-03-01T12:43:44.555656+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,75,0.985,0.015,0.0,False
2026-03-01T12:43:44.555656+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,75,0.975,0.025,0.0,False
2026-03-01T12:44:00.484703+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,59,0.995,0.005,0.0,False
2026-03-01T12:44:00.484703+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,59,0.995,0.005,0.0,False
2026-03-01T12:44:00.484703+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,59,0.995,0.005,0.0,False
2026-03-01T12:44:00.484703+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,59,0.995,0.005,0.0,False
2026-03-01T12:44:00.484703+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,59,0.995,0.005,0.0,False
2026-03-01T12:44:00.484703+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,59,0.985,0.015,0.0,False
2026-03-01T12:44:16.410822+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,43,0.995,0.005,0.0,False
2026-03-01T12:44:16.410822+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,43,0.995,0.005,0.0,False
2026-03-01T12:44:16.410822+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,43,0.995,0.005,0.0,False
2026-03-01T12:44:16.410822+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,43,0.995,0.005,0.0,False
2026-03-01T12:44:16.410822+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,43,0.995,0.005,0.0,False
2026-03-01T12:44:16.410822+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,43,0.975,0.025,0.0,False
2026-03-01T12:44:32.709284+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,27,0.995,0.005,0.0,False
2026-03-01T12:44:32.709284+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,27,0.995,0.005,0.0,False
2026-03-01T12:44:32.709284+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,27,0.995,0.005,0.0,False
2026-03-01T12:44:32.709284+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,27,0.995,0.005,0.0,False
2026-03-01T12:44:32.709284+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,27,0.995,0.005,0.0,False
2026-03-01T12:44:32.709284+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,27,0.995,0.005,0.0,False
2026-03-01T12:44:49.430845+00:00,btc,5m,btc-updown-5m-1772368800,2026-03-01T12:45:00+00:00,10,0.995,0.005,0.0,False
2026-03-01T12:44:49.430845+00:00,btc,15m,btc-updown-15m-1772368200,2026-03-01T12:45:00+00:00,10,0.995,0.005,0.0,False
2026-03-01T12:44:49.430845+00:00,eth,5m,eth-updown-5m-1772368800,2026-03-01T12:45:00+00:00,10,0.995,0.005,0.0,False
2026-03-01T12:44:49.430845+00:00,eth,15m,eth-updown-15m-1772368200,2026-03-01T12:45:00+00:00,10,0.995,0.005,0.0,False
2026-03-01T12:44:49.430845+00:00,sol,5m,sol-updown-5m-1772368800,2026-03-01T12:45:00+00:00,10,0.995,0.005,0.0,False
2026-03-01T12:44:49.430845+00:00,sol,15m,sol-updown-15m-1772368200,2026-03-01T12:45:00+00:00,10,0.995,0.005,0.0,False
2026-03-01T12:45:08.237408+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,291,0.405,0.595,0.0,False
2026-03-01T12:45:08.237408+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,891,0.445,0.565,-0.01,False
2026-03-01T12:45:08.237408+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,291,0.435,0.565,0.0,False
2026-03-01T12:45:08.237408+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,891,0.47,0.525,0.005,False
2026-03-01T12:45:08.237408+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,291,0.415,0.58,0.005,False
2026-03-01T12:45:08.237408+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,891,0.445,0.545,0.01,False
2026-03-01T12:45:24.599711+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,275,0.425,0.585,-0.01,False
2026-03-01T12:45:24.599711+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,875,0.445,0.555,-0.0,False
2026-03-01T12:45:24.599711+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,275,0.46,0.535,0.005,False
2026-03-01T12:45:24.599711+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,875,0.465,0.535,-0.0,False
2026-03-01T12:45:24.599711+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,275,0.42,0.58,0.0,False
2026-03-01T12:45:24.599711+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,875,0.45,0.56,-0.01,False
2026-03-01T12:45:40.303631+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,259,0.48,0.5,0.02,False
2026-03-01T12:45:40.303631+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,859,0.495,0.505,0.0,False
2026-03-01T12:45:40.303631+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,259,0.475,0.525,0.0,False
2026-03-01T12:45:40.303631+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,859,0.475,0.525,0.0,False
2026-03-01T12:45:40.303631+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,259,0.415,0.585,0.0,False
2026-03-01T12:45:40.303631+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,859,0.435,0.565,0.0,False
2026-03-01T12:45:56.205911+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,243,0.555,0.445,-0.0,False
2026-03-01T12:45:56.205911+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,843,0.535,0.465,-0.0,False
2026-03-01T12:45:56.205911+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,243,0.51,0.49,0.0,False
2026-03-01T12:45:56.205911+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,843,0.505,0.495,0.0,False
2026-03-01T12:45:56.205911+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,243,0.465,0.615,-0.08,False
2026-03-01T12:45:56.205911+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,843,0.425,0.57,0.005,False
2026-03-01T12:46:12.473441+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,227,0.515,0.495,-0.01,False
2026-03-01T12:46:12.473441+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,827,0.485,0.515,0.0,False
2026-03-01T12:46:12.473441+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,227,0.415,0.605,-0.02,False
2026-03-01T12:46:12.473441+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,827,0.445,0.555,-0.0,False
2026-03-01T12:46:12.473441+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,227,0.38,0.625,-0.005,False
2026-03-01T12:46:12.473441+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,827,0.425,0.57,0.005,False
2026-03-01T12:46:28.274238+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,211,0.37,0.64,-0.01,False
2026-03-01T12:46:28.274238+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,811,0.415,0.635,-0.05,False
2026-03-01T12:46:28.274238+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,211,0.085,0.915,0.0,False
2026-03-01T12:46:28.274238+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,811,0.235,0.775,-0.01,False
2026-03-01T12:46:28.274238+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,211,0.085,0.915,0.0,False
2026-03-01T12:46:28.274238+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,811,0.215,0.81,-0.025,False
2026-03-01T12:46:44.498312+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,195,0.125,0.875,0.0,False
2026-03-01T12:46:44.498312+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,795,0.26,0.745,-0.005,False
2026-03-01T12:46:44.498312+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,195,0.05,0.955,-0.005,False
2026-03-01T12:46:44.498312+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,795,0.185,0.815,0.0,False
2026-03-01T12:46:44.498312+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,195,0.055,0.955,-0.01,False
2026-03-01T12:46:44.498312+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,795,0.215,0.785,0.0,False
2026-03-01T12:47:00.310992+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,179,0.1,0.89,0.01,False
2026-03-01T12:47:00.310992+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,779,0.285,0.715,0.0,False
2026-03-01T12:47:00.310992+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,179,0.045,0.96,-0.005,False
2026-03-01T12:47:00.310992+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,779,0.195,0.805,-0.0,False
2026-03-01T12:47:00.310992+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,179,0.07,0.93,-0.0,False
2026-03-01T12:47:00.310992+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,779,0.25,0.75,0.0,False
2026-03-01T12:47:16.336808+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,163,0.045,0.955,0.0,False
2026-03-01T12:47:16.336808+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,763,0.215,0.785,0.0,False
2026-03-01T12:47:16.336808+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,163,0.04,0.965,-0.005,False
2026-03-01T12:47:16.336808+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,763,0.155,0.845,0.0,False
2026-03-01T12:47:16.336808+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,163,0.035,0.965,0.0,False
2026-03-01T12:47:16.336808+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,763,0.135,0.865,0.0,False
2026-03-01T12:47:32.776969+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,147,0.055,0.955,-0.01,False
2026-03-01T12:47:32.776969+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,747,0.225,0.775,0.0,False
2026-03-01T12:47:32.776969+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,147,0.04,0.96,0.0,False
2026-03-01T12:47:32.776969+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,747,0.175,0.825,0.0,False
2026-03-01T12:47:32.776969+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,147,0.035,0.965,0.0,False
2026-03-01T12:47:32.776969+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,747,0.185,0.82,-0.005,False
2026-03-01T12:47:48.681411+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,131,0.045,0.965,-0.01,False
2026-03-01T12:47:48.681411+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,731,0.225,0.785,-0.01,False
2026-03-01T12:47:48.681411+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,131,0.025,0.975,0.0,False
2026-03-01T12:47:48.681411+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,731,0.155,0.845,0.0,False
2026-03-01T12:47:48.681411+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,131,0.03,0.97,0.0,False
2026-03-01T12:47:48.681411+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,731,0.175,0.825,0.0,False
2026-03-01T12:48:04.465810+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,115,0.035,0.965,0.0,False
2026-03-01T12:48:04.465810+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,715,0.205,0.795,0.0,False
2026-03-01T12:48:04.465810+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,115,0.015,0.985,0.0,False
2026-03-01T12:48:04.465810+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,715,0.155,0.845,0.0,False
2026-03-01T12:48:04.465810+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,115,0.025,0.975,0.0,False
2026-03-01T12:48:04.465810+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,715,0.165,0.835,0.0,False
2026-03-01T12:48:20.478257+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,99,0.015,0.985,0.0,False
2026-03-01T12:48:20.478257+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,699,0.185,0.815,0.0,False
2026-03-01T12:48:20.478257+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,99,0.005,0.995,0.0,False
2026-03-01T12:48:20.478257+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,699,0.145,0.86,-0.005,False
2026-03-01T12:48:20.478257+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,99,0.015,0.985,0.0,False
2026-03-01T12:48:20.478257+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,699,0.125,0.875,0.0,False
2026-03-01T12:48:36.497442+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,83,0.015,0.985,0.0,False
2026-03-01T12:48:36.497442+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,683,0.185,0.815,0.0,False
2026-03-01T12:48:36.497442+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,83,0.005,0.995,0.0,False
2026-03-01T12:48:36.497442+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,683,0.145,0.855,0.0,False
2026-03-01T12:48:36.497442+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,83,0.005,0.995,0.0,False
2026-03-01T12:48:36.497442+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,683,0.115,0.875,0.01,False
2026-03-01T12:48:53.310796+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,66,0.005,0.995,0.0,False
2026-03-01T12:48:53.310796+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,666,0.175,0.825,0.0,False
2026-03-01T12:48:53.310796+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,66,0.005,0.995,0.0,False
2026-03-01T12:48:53.310796+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,666,0.155,0.845,0.0,False
2026-03-01T12:48:53.310796+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,66,0.005,0.995,0.0,False
2026-03-01T12:48:53.310796+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,666,0.14,0.86,0.0,False
2026-03-01T12:49:09.205046+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,50,0.005,0.995,0.0,False
2026-03-01T12:49:09.205046+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,650,0.145,0.855,0.0,False
2026-03-01T12:49:09.205046+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,50,0.005,0.995,0.0,False
2026-03-01T12:49:09.205046+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,650,0.145,0.855,0.0,False
2026-03-01T12:49:09.205046+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,50,0.005,0.995,0.0,False
2026-03-01T12:49:09.205046+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,650,0.145,0.86,-0.005,False
2026-03-01T12:49:24.831492+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,35,0.005,0.995,0.0,False
2026-03-01T12:49:24.831492+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,635,0.145,0.855,0.0,False
2026-03-01T12:49:24.831492+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,35,0.005,0.995,0.0,False
2026-03-01T12:49:24.831492+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,635,0.15,0.85,0.0,False
2026-03-01T12:49:24.831492+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,35,0.005,0.995,0.0,False
2026-03-01T12:49:24.831492+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,635,0.125,0.88,-0.005,False
2026-03-01T12:49:40.809210+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,19,0.005,0.995,0.0,False
2026-03-01T12:49:40.809210+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,619,0.155,0.845,0.0,False
2026-03-01T12:49:40.809210+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,19,0.005,0.995,0.0,False
2026-03-01T12:49:40.809210+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,619,0.145,0.855,0.0,False
2026-03-01T12:49:40.809210+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,19,0.005,0.995,0.0,False
2026-03-01T12:49:40.809210+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,619,0.09,0.91,0.0,False
2026-03-01T12:49:56.512139+00:00,btc,5m,btc-updown-5m-1772369100,2026-03-01T12:50:00+00:00,3,0.0005,0.9995,0.0,False
2026-03-01T12:49:56.512139+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,603,0.115,0.87,0.015,False
2026-03-01T12:49:56.512139+00:00,eth,5m,eth-updown-5m-1772369100,2026-03-01T12:50:00+00:00,3,0.0005,0.9995,0.0,False
2026-03-01T12:49:56.512139+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,603,0.135,0.865,0.0,False
2026-03-01T12:49:56.512139+00:00,sol,5m,sol-updown-5m-1772369100,2026-03-01T12:50:00+00:00,3,0.0005,0.9995,0.0,False
2026-03-01T12:49:56.512139+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,603,0.065,0.93,0.005,False
2026-03-01T12:50:14.610638+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,285,0.485,0.515,0.0,False
2026-03-01T12:50:14.610638+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,585,0.125,0.885,-0.01,False
2026-03-01T12:50:14.610638+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,285,0.505,0.525,-0.03,False
2026-03-01T12:50:14.610638+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,585,0.115,0.885,0.0,False
2026-03-01T12:50:14.610638+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,285,0.38,0.635,-0.015,False
2026-03-01T12:50:14.610638+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,585,0.035,0.965,0.0,False
2026-03-01T12:50:30.743320+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,269,0.385,0.615,0.0,False
2026-03-01T12:50:30.743320+00:00,btc,15m,btc-updown-15m-1772369100,2026-03-01T13:00:00+00:00,569,0.105,0.905,-0.01,False
2026-03-01T12:50:30.743320+00:00,eth,5m,eth-updown-5m-1772369400,2026-03-01T12:55:00+00:00,269,0.435,0.565,0.0,False
2026-03-01T12:50:30.743320+00:00,eth,15m,eth-updown-15m-1772369100,2026-03-01T13:00:00+00:00,569,0.095,0.895,0.01,False
2026-03-01T12:50:30.743320+00:00,sol,5m,sol-updown-5m-1772369400,2026-03-01T12:55:00+00:00,269,0.38,0.615,0.005,False
2026-03-01T12:50:30.743320+00:00,sol,15m,sol-updown-15m-1772369100,2026-03-01T13:00:00+00:00,569,0.04,0.95,0.01,False
2026-03-01T12:50:47.194548+00:00,btc,5m,btc-updown-5m-1772369400,2026-03-01T12:55:00+00:00,252,0.415,0.585,0.0,False
